Ciudad,Fecha,Temperatura
Barranquilla,02/08/2024,29.4
Bogota,03/08/2024,14.3
Medellin,03/08/2024,22.3
Cali,03/08/2024,26.4
Barranquilla,03/08/2024,29.2
Bogota,04/08/2024,14.2
Medellin,04/08/2024,22.4
Cali,04/08/2024,26.2
Barranquilla,04/08/2024,29.0
Bogota,05/08/2024,15.2
Medellin,05/08/2024,21.2
Cali,05/08/2024,25.5
Barranquilla,05/08/2024,29.0
Bogota,06/08/2024,15.8
Medellin,06/08/2024,22.3
Cali,06/08/2024,25.3
Barranquilla,06/08/2024,28.8
Bogota,07/08/2024,14.1
Medellin,07/08/2024,21.8
Cali,07/08/2024,25.6
Barranquilla,07/08/2024,29.4
Bogota,08/08/2024,14.8
Medellin,08/08/2024,22.1
Cali,08/08/2024,25.6
Barranquilla,08/08/2024,28.8
Bogota,09/08/2024,13.4
Medellin,09/08/2024,21.7
Cali,09/08/2024,25.6
Barranquilla,09/08/2024,29.6
Bogota,10/08/2024,13.2
Medellin,10/08/2024,22.3
Cali,10/08/2024,26.7
Barranquilla,10/08/2024,29.7
Bogota,11/08/2024,13.4
Medellin,11/08/2024,22.4
Cali,11/08/2024,25.7
Barranquilla,11/08/2024,28.9
Bogota,12/08/2024,14.7
Medellin,12/08/2024,22.2
Cali,12/08/2024,26.1
Barranquilla,12/08/2024,28.8
Bogota,13/08/2024,14.4
Medellin,13/08/2024,21.3
Cali,13/08/2024,26.0
Barranquilla,13/08/2024,29.1
Bogota,14/08/2024,14.8
Medellin,14/08/2024,22.2
Cali,14/08/2024,26.4
Barranquilla,14/08/2024,28.8
Bogota,15/08/2024,13.8
Medellin,15/08/2024,22.5
Cali,15/08/2024,26.0
Barranquilla,15/08/2024,29.4
Bogota,16/08/2024,15.1
Medellin,16/08/2024,22.5
Cali,16/08/2024,26.7
Barranquilla,16/08/2024,28.9
Bogota,17/08/2024,16.0
Medellin,17/08/2024,23.0
Cali,17/08/2024,25.2
Barranquilla,17/08/2024,28.7
Bogota,18/08/2024,14.0
Medellin,18/08/2024,22.2
Cali,18/08/2024,26.7
Barranquilla,18/08/2024,28.8
Bogota,19/08/2024,12.7
Medellin,19/08/2024,21.9
Cali,19/08/2024,25.6
Barranquilla,19/08/2024,29.4
Bogota,20/08/2024,14.7
Medellin,20/08/2024,22.9
Cali,20/08/2024,26.4
Barranquilla,20/08/2024,28.6
Bogota,21/08/2024,12.9
Medellin,21/08/2024,21.7
Cali,21/08/2024,25.4
Barranquilla,21/08/2024,29.5
Bogota,22/08/2024,13.8
Medellin,22/08/2024,21.4
Cali,22/08/2024,26.0
Barranquilla,22/08/2024,28.5
Bogota,23/08/2024,13.9
Medellin,23/08/2024,22.8
Cali,23/08/2024,25.5
Barranquilla,23/08/2024,29.4
Bogota,24/08/2024,14.3
Medellin,24/08/2024,21.3
Cali,24/08/2024,26.3
Barranquilla,24/08/2024,28.9
Bogota,25/08/2024,14.1
Medellin,25/08/2024,22.2
Cali,25/08/2024,25.7
Barranquilla,25/08/2024,29.3
Bogota,26/08/2024,14.2
Medellin,26/08/2024,21.5
Cali,26/08/2024,25.3
Barranquilla,26/08/2024,29.0
Bogota,27/08/2024,13.0
Medellin,27/08/2024,21.9
Cali,27/08/2024,25.5
Barranquilla,27/08/2024,28.5
Bogota,28/08/2024,15.1
Medellin,28/08/2024,22.1
Cali,28/08/2024,25.3
Barranquilla,28/08/2024,29.5
Bogota,29/08/2024,14.2
Medellin,29/08/2024,22.5
Cali,29/08/2024,25.2
Barranquilla,29/08/2024,28.7
Bogota,30/08/2024,15.1
Medellin,30/08/2024,22.5
Cali,30/08/2024,25.9
Barranquilla,30/08/2024,29.5
Bogota,31/08/2024,14.6
Medellin,31/08/2024,22.8
Cali,31/08/2024,26.6
Barranquilla,31/08/2024,28.9
Bogota,01/09/2024,14.7
Medellin,01/09/2024,22.3
Cali,01/09/2024,25.5
Barranquilla,01/09/2024,29.1
Bogota,02/09/2024,12.9
Medellin,02/09/2024,21.2
Cali,02/09/2024,26.2
Barranquilla,02/09/2024,29.2
Bogota,03/09/2024,13.3
Medellin,03/09/2024,22.0
Cali,03/09/2024,26.0
Barranquilla,03/09/2024,29.3
Bogota,04/09/2024,15.4
Medellin,04/09/2024,21.2
Cali,04/09/2024,25.1
Barranquilla,04/09/2024,29.2
Bogota,05/09/2024,13.1
Medellin,05/09/2024,21.8
Cali,05/09/2024,25.7
Barranquilla,05/09/2024,28.5
Bogota,06/09/2024,13.9
Medellin,06/09/2024,22.4
Cali,06/09/2024,26.1
Barranquilla,06/09/2024,28.7
Bogota,07/09/2024,13.3
Medellin,07/09/2024,21.5
Cali,07/09/2024,25.5
Barranquilla,07/09/2024,29.6
Bogota,08/09/2024,14.5
Medellin,08/09/2024,22.4
Cali,08/09/2024,26.6
Barranquilla,08/09/2024,29.3
Bogota,09/09/2024,13.6
Medellin,09/09/2024,22.0
Cali,09/09/2024,26.0
Barranquilla,09/09/2024,28.8
Bogota,10/09/2024,15.6
Medellin,10/09/2024,22.5
Cali,10/09/2024,25.8
Barranquilla,10/09/2024,28.6
Bogota,11/09/2024,15.1
Medellin,11/09/2024,22.4
Cali,11/09/2024,26.1
Barranquilla,11/09/2024,28.8
Bogota,12/09/2024,14.9
Medellin,12/09/2024,21.7
Cali,12/09/2024,26.2
Barranquilla,12/09/2024,29.1
Bogota,13/09/2024,14.2
Medellin,13/09/2024,21.6
Cali,13/09/2024,26.4
Barranquilla,13/09/2024,29.6
Bogota,14/09/2024,13.5
Medellin,14/09/2024,21.9
Cali,14/09/2024,26.1
Barranquilla,14/09/2024,28.9
Bogota,15/09/2024,13.5
Medellin,15/09/2024,22.1
Cali,15/09/2024,25.6
Barranquilla,15/09/2024,29.1
Bogota,16/09/2024,15.3
Medellin,16/09/2024,22.0
Cali,16/09/2024,25.3
Barranquilla,16/09/2024,28.9
Bogota,17/09/2024,14.3
Medellin,17/09/2024,21.4
Cali,17/09/2024,25.9
Barranquilla,17/09/2024,29.1
Bogota,18/09/2024,14.5
Medellin,18/09/2024,22.9
Cali,18/09/2024,26.1
Barranquilla,18/09/2024,28.7
Bogota,19/09/2024,13.4
Medellin,19/09/2024,22.3
Cali,19/09/2024,26.0
Barranquilla,19/09/2024,28.3
Bogota,20/09/2024,15.7
Medellin,20/09/2024,22.5
Cali,20/09/2024,26.0
Barranquilla,20/09/2024,28.8
Bogota,21/09/2024,12.7
Medellin,21/09/2024,22.0
Cali,21/09/2024,26.2
Barranquilla,21/09/2024,29.0
Bogota,22/09/2024,12.8
Medellin,22/09/2024,21.3
Cali,22/09/2024,25.8
Barranquilla,22/09/2024,28.6
Bogota,23/09/2024,15.1
Medellin,23/09/2024,22.5
Cali,23/09/2024,25.2
Barranquilla,23/09/2024,28.6
Bogota,24/09/2024,14.9
Medellin,24/09/2024,21.9
Cali,24/09/2024,25.8
Barranquilla,24/09/2024,29.5
Bogota,25/09/2024,15.1
Medellin,25/09/2024,22.6
Cali,25/09/2024,26.1
Barranquilla,25/09/2024,28.9
Bogota,26/09/2024,12.3
Medellin,26/09/2024,21.6
Cali,26/09/2024,26.0
Barranquilla,26/09/2024,29.2
Bogota,27/09/2024,13.0
Medellin,27/09/2024,21.2
Cali,27/09/2024,26.6
Barranquilla,27/09/2024,28.8
Bogota,28/09/2024,13.4
Medellin,28/09/2024,22.8
Cali,28/09/2024,25.5
Barranquilla,28/09/2024,29.0
Bogota,29/09/2024,14.7
Medellin,29/09/2024,22.4
Cali,29/09/2024,25.1
Barranquilla,29/09/2024,28.8
Bogota,30/09/2024,14.3
Medellin,30/09/2024,22.0
Cali,30/09/2024,25.7
Barranquilla,30/09/2024,29.3
Bogota,01/10/2024,15.1
Medellin,01/10/2024,22.2
Cali,01/10/2024,25.8
Barranquilla,01/10/2024,29.5
Bogota,02/10/2024,14.5
Medellin,02/10/2024,22.0
Cali,02/10/2024,25.8
Barranquilla,02/10/2024,29.5
Bogota,03/10/2024,14.9
Medellin,03/10/2024,21.5
Cali,03/10/2024,26.4
Barranquilla,03/10/2024,28.3
Bogota,04/10/2024,15.0
Medellin,04/10/2024,22.4
Cali,04/10/2024,25.1
Barranquilla,04/10/2024,28.7
Bogota,05/10/2024,13.1
Medellin,05/10/2024,21.6
Cali,05/10/2024,25.9
Barranquilla,05/10/2024,28.4
Bogota,06/10/2024,13.1
Medellin,06/10/2024,21.7
Cali,06/10/2024,25.5
Barranquilla,06/10/2024,28.7
Bogota,07/10/2024,16.0
Medellin,07/10/2024,22.0
Cali,07/10/2024,25.5
Barranquilla,07/10/2024,28.8
Bogota,08/10/2024,12.8
Medellin,08/10/2024,22.0
Cali,08/10/2024,25.2
Barranquilla,08/10/2024,28.8
Bogota,09/10/2024,14.1
Medellin,09/10/2024,21.3
Cali,09/10/2024,26.4
Barranquilla,09/10/2024,29.3
Bogota,10/10/2024,13.5
Medellin,10/10/2024,22.8
Cali,10/10/2024,26.4
Barranquilla,10/10/2024,29.0
Bogota,11/10/2024,13.1
Medellin,11/10/2024,23.1
Cali,11/10/2024,25.7
Barranquilla,11/10/2024,29.0
Bogota,12/10/2024,13.3
Medellin,12/10/2024,22.5
Cali,12/10/2024,25.4
Barranquilla,12/10/2024,29.1
Bogota,13/10/2024,14.8
Medellin,13/10/2024,22.8
Cali,13/10/2024,26.2
Barranquilla,13/10/2024,28.8
Bogota,14/10/2024,15.5
Medellin,14/10/2024,22.0
Cali,14/10/2024,25.9
Barranquilla,14/10/2024,29.3
Bogota,15/10/2024,14.6
Medellin,15/10/2024,22.9
Cali,15/10/2024,25.8
Barranquilla,15/10/2024,29.6
Bogota,16/10/2024,14.7
Medellin,16/10/2024,22.1
Cali,16/10/2024,26.0
Barranquilla,16/10/2024,28.6
Bogota,17/10/2024,14.5
Medellin,17/10/2024,22.0
Cali,17/10/2024,26.7
Barranquilla,17/10/2024,29.0
Bogota,18/10/2024,15.5
Medellin,18/10/2024,21.2
Cali,18/10/2024,25.9
Barranquilla,18/10/2024,29.1
Bogota,19/10/2024,13.9
Medellin,19/10/2024,22.6
Cali,19/10/2024,25.8
Barranquilla,19/10/2024,28.2
Bogota,20/10/2024,14.5
Medellin,20/10/2024,21.8
Cali,20/10/2024,25.3
Barranquilla,20/10/2024,28.8
Bogota,21/10/2024,14.1
Medellin,21/10/2024,22.1
Cali,21/10/2024,25.5
Barranquilla,21/10/2024,29.2
Bogota,22/10/2024,15.4
Medellin,22/10/2024,22.2
Cali,22/10/2024,26.4
Barranquilla,22/10/2024,28.4
Bogota,23/10/2024,14.9
Medellin,23/10/2024,21.6
Cali,23/10/2024,25.5
Barranquilla,23/10/2024,28.7
Bogota,24/10/2024,14.2
Medellin,24/10/2024,22.2
Cali,24/10/2024,26.0
Barranquilla,24/10/2024,29.5
Bogota,25/10/2024,12.4
Medellin,25/10/2024,22.5
Cali,25/10/2024,25.6
Barranquilla,25/10/2024,28.9
Bogota,26/10/2024,14.5
Medellin,26/10/2024,22.3
Cali,26/10/2024,25.9
Barranquilla,26/10/2024,29.5
Bogota,27/10/2024,15.4
Medellin,27/10/2024,21.9
Cali,27/10/2024,25.1
Barranquilla,27/10/2024,28.4
Bogota,28/10/2024,13.5
Medellin,28/10/2024,22.1
Cali,28/10/2024,25.3
Barranquilla,28/10/2024,28.7
Bogota,29/10/2024,15.0
Medellin,29/10/2024,22.9
Cali,29/10/2024,25.7
Barranquilla,29/10/2024,28.8
Bogota,30/10/2024,12.7
Medellin,30/10/2024,21.1
Cali,30/10/2024,26.6
Barranquilla,30/10/2024,29.0
Bogota,31/10/2024,14.6
Medellin,31/10/2024,22.6
Cali,31/10/2024,25.0
Barranquilla,31/10/2024,29.2
Bogota,01/11/2024,13.6
Medellin,01/11/2024,21.5
Cali,01/11/2024,26.4
Barranquilla,01/11/2024,28.9
Bogota,02/11/2024,13.4
Medellin,02/11/2024,22.5
Cali,02/11/2024,26.1
Barranquilla,02/11/2024,29.3
Bogota,03/11/2024,15.2
Medellin,03/11/2024,22.8
Cali,03/11/2024,25.9
Barranquilla,03/11/2024,28.9
Bogota,04/11/2024,15.1
Medellin,04/11/2024,23.1
Cali,04/11/2024,25.7
Barranquilla,04/11/2024,29.0
Bogota,05/11/2024,15.0
Medellin,05/11/2024,21.3
Cali,05/11/2024,25.3
Barranquilla,05/11/2024,28.4
Bogota,06/11/2024,13.6
Medellin,06/11/2024,22.0
Cali,06/11/2024,25.5
Barranquilla,06/11/2024,29.7
Bogota,07/11/2024,14.2
Medellin,07/11/2024,23.0
Cali,07/11/2024,26.8
Barranquilla,07/11/2024,29.2
Bogota,08/11/2024,15.0
Medellin,08/11/2024,22.7
Cali,08/11/2024,26.4
Barranquilla,08/11/2024,29.0
Bogota,09/11/2024,13.4
Medellin,09/11/2024,22.1
Cali,09/11/2024,26.2
Barranquilla,09/11/2024,28.9
Bogota,10/11/2024,15.3
Medellin,10/11/2024,22.7
Cali,10/11/2024,25.4
Barranquilla,10/11/2024,29.4
Bogota,11/11/2024,14.3
Medellin,11/11/2024,21.6
Cali,11/11/2024,25.8
Barranquilla,11/11/2024,28.8
Bogota,12/11/2024,13.9
Medellin,12/11/2024,21.9
Cali,12/11/2024,26.0
Barranquilla,12/11/2024,28.9
Bogota,13/11/2024,12.3
Medellin,13/11/2024,22.5
Cali,13/11/2024,25.6
Barranquilla,13/11/2024,28.7
Bogota,14/11/2024,15.2
Medellin,14/11/2024,22.1
Cali,14/11/2024,25.9
Barranquilla,14/11/2024,29.4
Bogota,15/11/2024,14.3
Medellin,15/11/2024,22.2
Cali,15/11/2024,25.4
Barranquilla,15/11/2024,28.9
Bogota,16/11/2024,13.6
Medellin,16/11/2024,22.1
Cali,16/11/2024,25.6
Barranquilla,16/11/2024,28.8
Bogota,17/11/2024,13.0
Medellin,17/11/2024,23.0
Cali,17/11/2024,25.6
Barranquilla,17/11/2024,28.4
Bogota,18/11/2024,14.4
Medellin,18/11/2024,22.1
Cali,18/11/2024,25.6
Barranquilla,18/11/2024,29.1
Bogota,19/11/2024,15.2
Medellin,19/11/2024,21.8
Cali,19/11/2024,26.1
Barranquilla,19/11/2024,29.3
Bogota,20/11/2024,13.0
Medellin,20/11/2024,22.7
Cali,20/11/2024,25.1
Barranquilla,20/11/2024,29.4
Bogota,21/11/2024,14.5
Medellin,21/11/2024,21.5
Cali,21/11/2024,25.3
Barranquilla,21/11/2024,29.1
Bogota,22/11/2024,14.9
Medellin,22/11/2024,22.7
Cali,22/11/2024,26.0
Barranquilla,22/11/2024,29.0
Bogota,23/11/2024,14.7
Medellin,23/11/2024,21.7
Cali,23/11/2024,26.5
Barranquilla,23/11/2024,28.5
Bogota,24/11/2024,14.5
Medellin,24/11/2024,23.2
Cali,24/11/2024,26.3
Barranquilla,24/11/2024,29.5
Bogota,25/11/2024,14.0
Medellin,25/11/2024,22.9
Cali,25/11/2024,26.0
Barranquilla,25/11/2024,28.4
Bogota,26/11/2024,12.2
Medellin,26/11/2024,22.6
Cali,26/11/2024,26.1
Barranquilla,26/11/2024,29.0
Bogota,27/11/2024,13.0
Medellin,27/11/2024,22.1
Cali,27/11/2024,25.6
Barranquilla,27/11/2024,28.8
Bogota,28/11/2024,14.2
Medellin,28/11/2024,22.6
Cali,28/11/2024,25.9
Barranquilla,28/11/2024,29.4
Bogota,29/11/2024,14.6
Medellin,29/11/2024,21.4
Cali,29/11/2024,25.9
Barranquilla,29/11/2024,28.9
Bogota,30/11/2024,14.4
Medellin,30/11/2024,22.6
Cali,30/11/2024,25.7
Barranquilla,30/11/2024,29.2
Bogota,01/12/2024,14.4
Medellin,01/12/2024,21.7
Cali,01/12/2024,25.8
Barranquilla,01/12/2024,29.1
Bogota,02/12/2024,14.8
Medellin,02/12/2024,21.6
Cali,02/12/2024,25.7
Barranquilla,02/12/2024,28.9
Bogota,03/12/2024,14.3
Medellin,03/12/2024,21.7
Cali,03/12/2024,25.4
Barranquilla,03/12/2024,29.1
Bogota,04/12/2024,13.6
Medellin,04/12/2024,22.5
Cali,04/12/2024,25.8
Barranquilla,04/12/2024,28.8
Bogota,05/12/2024,15.3
Medellin,05/12/2024,22.9
Cali,05/12/2024,25.7
Barranquilla,05/12/2024,29.0
Bogota,06/12/2024,12.9
Medellin,06/12/2024,21.9
Cali,06/12/2024,26.3
Barranquilla,06/12/2024,29.6
Bogota,07/12/2024,14.9
Medellin,07/12/2024,21.9
Cali,07/12/2024,26.3
Barranquilla,07/12/2024,28.8
Bogota,08/12/2024,13.4
Medellin,08/12/2024,21.9
Cali,08/12/2024,25.9
Barranquilla,08/12/2024,29.1
Bogota,09/12/2024,13.9
Medellin,09/12/2024,22.3
Cali,09/12/2024,25.1
Barranquilla,09/12/2024,28.6
Bogota,10/12/2024,15.8
Medellin,10/12/2024,22.4
Cali,10/12/2024,26.4
Barranquilla,10/12/2024,29.0
Bogota,11/12/2024,13.9
Medellin,11/12/2024,21.7
Cali,11/12/2024,26.7
Barranquilla,11/12/2024,28.8
Bogota,12/12/2024,15.4
Medellin,12/12/2024,22.3
Cali,12/12/2024,26.3
Barranquilla,12/12/2024,28.3
Bogota,13/12/2024,14.5
Medellin,13/12/2024,22.2
Cali,13/12/2024,26.4
Barranquilla,13/12/2024,28.6
Bogota,14/12/2024,15.4
Medellin,14/12/2024,22.3
Cali,14/12/2024,25.3
Barranquilla,14/12/2024,28.8
Bogota,15/12/2024,14.0
Medellin,15/12/2024,21.5
Cali,15/12/2024,25.8
Barranquilla,15/12/2024,29.4
Bogota,16/12/2024,13.3
Medellin,16/12/2024,21.2
Cali,16/12/2024,26.4
Barranquilla,16/12/2024,29.0
Bogota,17/12/2024,15.0
Medellin,17/12/2024,21.2
Cali,17/12/2024,25.7
Barranquilla,17/12/2024,29.1
Bogota,18/12/2024,15.0
Medellin,18/12/2024,21.9
Cali,18/12/2024,26.1
Barranquilla,18/12/2024,29.1
Bogota,19/12/2024,12.4
Medellin,19/12/2024,23.0
Cali,19/12/2024,25.6
Barranquilla,19/12/2024,28.9
Bogota,20/12/2024,14.8
Medellin,20/12/2024,22.0
Cali,20/12/2024,24.9
Barranquilla,20/12/2024,29.4
Bogota,21/12/2024,13.7
Medellin,21/12/2024,22.5
Cali,21/12/2024,25.2
Barranquilla,21/12/2024,28.6
Bogota,22/12/2024,15.0
Medellin,22/12/2024,21.5
Cali,22/12/2024,25.2
Barranquilla,22/12/2024,28.5
Bogota,23/12/2024,14.7
Medellin,23/12/2024,22.1
Cali,23/12/2024,25.6
Barranquilla,23/12/2024,28.8
Bogota,24/12/2024,13.0
Medellin,24/12/2024,21.9
Cali,24/12/2024,26.0
Barranquilla,24/12/2024,29.5
Bogota,25/12/2024,15.9
Medellin,25/12/2024,21.9
Cali,25/12/2024,26.0
Barranquilla,25/12/2024,29.0
Bogota,26/12/2024,13.1
Medellin,26/12/2024,21.8
Cali,26/12/2024,26.1
Barranquilla,26/12/2024,29.6
Bogota,27/12/2024,15.4
Medellin,27/12/2024,22.7
Cali,27/12/2024,26.0
Barranquilla,27/12/2024,29.5
Bogota,28/12/2024,13.2
Medellin,28/12/2024,21.8
Cali,28/12/2024,26.3
Barranquilla,28/12/2024,29.5
Bogota,29/12/2024,13.3
Medellin,29/12/2024,22.7
Cali,29/12/2024,26.3
Barranquilla,29/12/2024,29.4
Bogota,30/12/2024,14.4
Medellin,30/12/2024,21.8
Cali,30/12/2024,26.4
Barranquilla,30/12/2024,28.8
Bogota,31/12/2024,12.8
Medellin,31/12/2024,21.7
Cali,31/12/2024,25.4
Barranquilla,31/12/2024,28.5
Bogota,01/01/2025,15.2
Medellin,01/01/2025,22.6
Cali,01/01/2025,25.3
Barranquilla,01/01/2025,29.6
Bogota,02/01/2025,15.5
Medellin,02/01/2025,22.8
Cali,02/01/2025,26.5
Barranquilla,02/01/2025,28.5
Bogota,03/01/2025,12.8
Medellin,03/01/2025,22.9
Cali,03/01/2025,26.6
Barranquilla,03/01/2025,28.8
Bogota,04/01/2025,15.1
Medellin,04/01/2025,22.4
Cali,04/01/2025,25.9
Barranquilla,04/01/2025,28.8
Bogota,05/01/2025,13.3
Medellin,05/01/2025,23.0
Cali,05/01/2025,25.9
Barranquilla,05/01/2025,29.4
Bogota,06/01/2025,14.8
Medellin,06/01/2025,22.7
Cali,06/01/2025,26.1
Barranquilla,06/01/2025,28.6
Bogota,07/01/2025,13.8
Medellin,07/01/2025,21.7
Cali,07/01/2025,25.4
Barranquilla,07/01/2025,29.3
Bogota,08/01/2025,13.9
Medellin,08/01/2025,21.5
Cali,08/01/2025,25.4
Barranquilla,08/01/2025,28.4
Bogota,09/01/2025,15.3
Medellin,09/01/2025,22.7
Cali,09/01/2025,25.7
Barranquilla,09/01/2025,28.5
Bogota,10/01/2025,15.4
Medellin,10/01/2025,22.3
Cali,10/01/2025,25.4
Barranquilla,10/01/2025,28.7
Bogota,11/01/2025,15.2
Medellin,11/01/2025,21.5
Cali,11/01/2025,26.2
Barranquilla,11/01/2025,29.3
Bogota,12/01/2025,14.6
Medellin,12/01/2025,21.9
Cali,12/01/2025,26.4
Barranquilla,12/01/2025,29.4
Bogota,13/01/2025,12.8
Medellin,13/01/2025,21.7
Cali,13/01/2025,26.3
Barranquilla,13/01/2025,28.6
Bogota,14/01/2025,13.0
Medellin,14/01/2025,22.4
Cali,14/01/2025,25.4
Barranquilla,14/01/2025,28.8
Bogota,15/01/2025,14.8
Medellin,15/01/2025,21.4
Cali,15/01/2025,25.4
Barranquilla,15/01/2025,28.6
Bogota,16/01/2025,13.5
Medellin,16/01/2025,22.2
Cali,16/01/2025,25.3
Barranquilla,16/01/2025,28.7
Bogota,17/01/2025,13.8
Medellin,17/01/2025,21.7
Cali,17/01/2025,25.4
Barranquilla,17/01/2025,28.6
Bogota,18/01/2025,14.4
Medellin,18/01/2025,21.9
Cali,18/01/2025,26.6
Barranquilla,18/01/2025,29.2
Bogota,19/01/2025,15.1
Medellin,19/01/2025,22.3
Cali,19/01/2025,26.0
Barranquilla,19/01/2025,28.8
Bogota,20/01/2025,15.6
Medellin,20/01/2025,22.3
Cali,20/01/2025,26.4
Barranquilla,20/01/2025,29.0
Bogota,21/01/2025,14.7
Medellin,21/01/2025,23.1
Cali,21/01/2025,26.2
Barranquilla,21/01/2025,29.1
Bogota,22/01/2025,14.4
Medellin,22/01/2025,22.5
Cali,22/01/2025,25.7
Barranquilla,22/01/2025,29.4
Bogota,23/01/2025,13.8
Medellin,23/01/2025,21.7
Cali,23/01/2025,26.0
Barranquilla,23/01/2025,29.4
Bogota,24/01/2025,14.2
Medellin,24/01/2025,21.8
Cali,24/01/2025,26.1
Barranquilla,24/01/2025,29.7
Bogota,25/01/2025,14.0
Medellin,25/01/2025,21.8
Cali,25/01/2025,25.6
Barranquilla,25/01/2025,28.9
Bogota,26/01/2025,14.1
Medellin,26/01/2025,21.6
Cali,26/01/2025,26.1
Barranquilla,26/01/2025,28.6
Bogota,27/01/2025,13.5
Medellin,27/01/2025,22.7
Cali,27/01/2025,26.3
Barranquilla,27/01/2025,29.3
Bogota,28/01/2025,13.5
Medellin,28/01/2025,22.2
Cali,28/01/2025,26.3
Barranquilla,28/01/2025,29.5
Bogota,29/01/2025,15.0
Medellin,29/01/2025,22.0
Cali,29/01/2025,25.3
Barranquilla,29/01/2025,29.5
Bogota,30/01/2025,15.3
Medellin,30/01/2025,22.6
Cali,30/01/2025,25.3
Barranquilla,30/01/2025,28.9
Bogota,31/01/2025,15.6
Medellin,31/01/2025,21.2
Cali,31/01/2025,26.5
Barranquilla,31/01/2025,28.7
Bogota,01/02/2025,15.6
Medellin,01/02/2025,21.9
Cali,01/02/2025,26.0
Barranquilla,01/02/2025,28.4
Bogota,02/02/2025,13.9
Medellin,02/02/2025,21.8
Cali,02/02/2025,26.0
Barranquilla,02/02/2025,28.7
Bogota,03/02/2025,15.1
Medellin,03/02/2025,21.7
Cali,03/02/2025,25.5
Barranquilla,03/02/2025,29.7
Bogota,04/02/2025,14.8
Medellin,04/02/2025,21.7
Cali,04/02/2025,25.3
Barranquilla,04/02/2025,29.1
Bogota,05/02/2025,15.6
Medellin,05/02/2025,22.0
Cali,05/02/2025,25.7
Barranquilla,05/02/2025,28.9
Bogota,06/02/2025,14.6
Medellin,06/02/2025,21.8
Cali,06/02/2025,25.5
Barranquilla,06/02/2025,29.3
Bogota,07/02/2025,13.5
Medellin,07/02/2025,22.2
Cali,07/02/2025,26.3
Barranquilla,07/02/2025,29.2
Bogota,08/02/2025,13.2
Medellin,08/02/2025,21.6
Cali,08/02/2025,26.3
Barranquilla,08/02/2025,28.8
Bogota,09/02/2025,15.2
Medellin,09/02/2025,21.7
Cali,09/02/2025,26.6
Barranquilla,09/02/2025,29.4
Bogota,10/02/2025,14.8
Medellin,10/02/2025,22.5
Cali,10/02/2025,26.5
Barranquilla,10/02/2025,28.9
Bogota,11/02/2025,13.0
Medellin,11/02/2025,22.1
Cali,11/02/2025,26.1
Barranquilla,11/02/2025,29.1
Bogota,12/02/2025,15.6
Medellin,12/02/2025,22.3
Cali,12/02/2025,26.5
Barranquilla,12/02/2025,28.5
Bogota,13/02/2025,12.9
Medellin,13/02/2025,22.7
Cali,13/02/2025,25.5
Barranquilla,13/02/2025,28.6
Bogota,14/02/2025,14.0
Medellin,14/02/2025,21.9
Cali,14/02/2025,25.6
Barranquilla,14/02/2025,28.9
Bogota,15/02/2025,14.5
Medellin,15/02/2025,22.5
Cali,15/02/2025,25.5
Barranquilla,15/02/2025,29.1
Bogota,16/02/2025,13.7
Medellin,16/02/2025,21.6
Cali,16/02/2025,25.3
Barranquilla,16/02/2025,28.9
Bogota,17/02/2025,15.4
Medellin,17/02/2025,21.9
Cali,17/02/2025,26.3
Barranquilla,17/02/2025,29.0
Bogota,18/02/2025,14.1
Medellin,18/02/2025,21.9
Cali,18/02/2025,25.6
Barranquilla,18/02/2025,29.1
Bogota,19/02/2025,13.1
Medellin,19/02/2025,22.3
Cali,19/02/2025,26.5
Barranquilla,19/02/2025,28.3
Bogota,20/02/2025,13.4
Medellin,20/02/2025,22.0
Cali,20/02/2025,25.5
Barranquilla,20/02/2025,29.1
Bogota,21/02/2025,14.6
Medellin,21/02/2025,21.4
Cali,21/02/2025,25.9
Barranquilla,21/02/2025,29.3
Bogota,22/02/2025,13.8
Medellin,22/02/2025,22.2
Cali,22/02/2025,26.7
Barranquilla,22/02/2025,29.0
Bogota,23/02/2025,13.5
Medellin,23/02/2025,23.0
Cali,23/02/2025,25.6
Barranquilla,23/02/2025,29.1
Bogota,24/02/2025,15.0
Medellin,24/02/2025,21.5
Cali,24/02/2025,25.9
Barranquilla,24/02/2025,29.4
Bogota,25/02/2025,13.9
Medellin,25/02/2025,23.0
Cali,25/02/2025,25.9
Barranquilla,25/02/2025,29.2
Bogota,26/02/2025,13.9
Medellin,26/02/2025,21.9
Cali,26/02/2025,26.2
Barranquilla,26/02/2025,28.8
Bogota,27/02/2025,14.5
Medellin,27/02/2025,22.1
Cali,27/02/2025,26.2
Barranquilla,27/02/2025,29.1
Bogota,28/02/2025,12.6
Medellin,28/02/2025,21.5
Cali,28/02/2025,25.6
Barranquilla,28/02/2025,28.7
Bogota,01/03/2025,13.1
Medellin,01/03/2025,21.9
Cali,01/03/2025,26.4
Barranquilla,01/03/2025,28.5
Bogota,02/03/2025,15.8
Medellin,02/03/2025,22.2
Cali,02/03/2025,25.3
Barranquilla,02/03/2025,29.1
Bogota,03/03/2025,13.2
Medellin,03/03/2025,22.8
Cali,03/03/2025,25.7
Barranquilla,03/03/2025,28.4
Bogota,04/03/2025,13.9
Medellin,04/03/2025,21.9
Cali,04/03/2025,25.5
Barranquilla,04/03/2025,28.6
Bogota,05/03/2025,14.4
Medellin,05/03/2025,21.8
Cali,05/03/2025,26.3
